image_id,width,height,numerosity,TSA,FA,CH,cumArea,role,pair_num,target_low,target_high,pair_ratio,image_file,position,greater_role,greater_side,pair_order
15016,100,100,18,4083.82470703125,16970.5625,13667,3546,anchor,275,0.5,0.6,0.5555555555555556,paired_images/img_15016.png,left,anchor,left,63
5981,100,100,10,2415.947509765625,8944.271484375,7867,2530,partner,275,0.5,0.6,0.5555555555555556,paired_images/img_05981.png,right,anchor,left,63
15252,100,100,20,2280.350830078125,15936.880859375,13095,2260,anchor,212,0.6,0.7,0.6,paired_images/img_15252.png,left,anchor,left,64
9557,100,100,12,2803.9091796875,13856.40625,12039,3036,partner,212,0.6,0.7,0.6,paired_images/img_09557.png,right,anchor,left,64
6708,100,100,10,3224.903076171875,13401.265625,12884,3170,anchor,12,0.8,0.9,0.8333333333333334,paired_images/img_06708.png,left,partner,right,65
9221,100,100,12,2357.79736328125,19595.91796875,14926,2364,partner,12,0.8,0.9,0.8333333333333334,paired_images/img_09221.png,right,partner,right,65
12312,100,100,16,2425.51611328125,19027.314453125,14299,2384,anchor,133,0.7,0.8,0.7272727272727273,paired_images/img_12312.png,left,partner,right,66
17202,100,100,22,2684.538818359375,16714.7421875,15514,2486,partner,133,0.7,0.8,0.7272727272727273,paired_images/img_17202.png,right,partner,right,66
21679,100,100,28,4807.55224609375,25170.76953125,23277,4172,anchor,181,0.7,0.8,0.7857142857142857,paired_images/img_21679.png,left,anchor,left,67
17165,100,100,22,2684.538818359375,13266.4990234375,11459,2486,partner,181,0.7,0.8,0.7857142857142857,paired_images/img_17165.png,right,anchor,left,67
16070,100,100,20,3224.903076171875,18952.251953125,17541,2980,anchor,132,0.7,0.8,0.7,paired_images/img_16070.png,left,anchor,left,68
10175,100,100,14,1907.87841796875,12585.384765625,9914,2086,partner,132,0.7,0.8,0.7,paired_images/img_10175.png,right,anchor,left,68
8205,100,100,11,3192.47265625,9938.64453125,8664,3487,anchor,299,0.5,0.6,0.5,paired_images/img_08205.png,left,partner,right,69
18235,100,100,22,4261.439453125,15776.615234375,15592,4334,partner,299,0.5,0.6,0.5,paired_images/img_18235.png,right,partner,right,69
4948,100,100,9,3059.41162109375,8485.28125,8321,2853,anchor,119,0.8,0.9,0.8181818181818182,paired_images/img_04948.png,left,partner,right,70
8350,100,100,11,3382.306884765625,10529.626953125,8706,3487,partner,119,0.8,0.9,0.8181818181818182,paired_images/img_08350.png,right,partner,right,70
7095,100,100,11,1898.255615234375,14055.3662109375,9914,1639,anchor,239,0.6,0.7,0.6363636363636364,paired_images/img_07095.png,left,anchor,left,71
184,100,100,7,1429.2938232421875,9989.0263671875,5742,1379,partner,239,0.6,0.7,0.6363636363636364,paired_images/img_00184.png,right,anchor,left,71
3519,100,100,9,1620.6668701171875,8485.28125,5832,1773,anchor,168,0.7,0.8,0.75,paired_images/img_03519.png,left,partner,right,72
9136,100,100,12,2357.79736328125,11651.802734375,9567,2364,partner,168,0.7,0.8,0.75,paired_images/img_09136.png,right,partner,right,72
10283,100,100,14,2021.3267822265625,11212.3037109375,9853,2086,anchor,73,0.8,0.9,0.8571428571428571,paired_images/img_10283.png,left,anchor,left,73
9241,100,100,12,2497.999267578125,10380.576171875,8259,2364,partner,73,0.8,0.9,0.8571428571428571,paired_images/img_09241.png,right,anchor,left,73
11525,100,100,14,3399.452880859375,16799.474609375,13564,3542,anchor,189,0.7,0.8,0.7142857142857143,paired_images/img_11525.png,left,anchor,left,74
5124,100,100,10,1612.4515380859375,11939.1708984375,8269,1490,partner,189,0.7,0.8,0.7142857142857143,paired_images/img_05124.png,right,anchor,left,74
16605,100,100,20,4063.123291015625,21273.18359375,16348,3940,anchor,128,0.7,0.8,0.7,paired_images/img_16605.png,left,anchor,left,75
10754,100,100,14,2403.776123046875,17798.421875,13570,2086,partner,128,0.7,0.8,0.7,paired_images/img_10754.png,right,anchor,left,75
3028,100,100,8,2569.744873046875,9513.6572265625,7215,2536,anchor,256,0.6,0.7,0.6666666666666666,paired_images/img_03028.png,left,partner,right,76
8528,100,100,12,1766.3521728515625,14680.3515625,9374,1788,partner,256,0.6,0.7,0.6666666666666666,paired_images/img_08528.png,right,partner,right,76
15720,100,100,20,2711.8095703125,23878.341796875,18884,2980,anchor,201,0.7,0.8,0.7,paired_images/img_15720.png,left,anchor,left,77
10547,100,100,14,2268.862548828125,11212.3037109375,9454,2086,partner,201,0.7,0.8,0.7,paired_images/img_10547.png,right,anchor,left,77
10072,100,100,12,3532.704345703125,13856.40625,10601,3804,anchor,253,0.6,0.7,0.6666666666666666,paired_images/img_10072.png,left,anchor,left,78
2932,100,100,8,2425.51611328125,11986.45703125,10430,2536,partner,253,0.6,0.7,0.6666666666666666,paired_images/img_02932.png,right,anchor,left,78
1796,100,100,8,1442.220458984375,14254.3798828125,8635,1576,anchor,258,0.6,0.7,0.6666666666666666,paired_images/img_01796.png,left,partner,right,79
9673,100,100,12,2970.638427734375,13078.7060546875,10268,3036,partner,258,0.6,0.7,0.6666666666666666,paired_images/img_09673.png,right,partner,right,79
12582,100,100,16,2722.5498046875,20158.736328125,12570,2384,anchor,60,0.8,0.9,0.875,paired_images/img_12582.png,left,anchor,left,80
11075,100,100,14,2858.587646484375,11879.021484375,11125,2758,partner,60,0.8,0.9,0.875,paired_images/img_11075.png,right,anchor,left,80
17717,100,100,22,3382.306884765625,15776.615234375,13973,3278,anchor,98,0.8,0.9,0.88,paired_images/img_17717.png,left,partner,right,81
19547,100,100,25,3819.948486328125,17817.974609375,17281,3725,partner,98,0.8,0.9,0.88,paired_images/img_19547.png,right,partner,right,81
4558,100,100,9,2572.6484375,8485.28125,7132,2853,anchor,243,0.6,0.7,0.6428571428571429,paired_images/img_04558.png,left,partner,right,82
10285,100,100,14,2021.3267822265625,11212.3037109375,8667,2086,partner,243,0.6,0.7,0.6428571428571429,paired_images/img_10285.png,right,partner,right,82
15359,100,100,20,2415.947509765625,13401.265625,10066,2260,anchor,232,0.6,0.7,0.6,paired_images/img_15359.png,left,anchor,left,83
9893,100,100,12,3334.428955078125,10380.576171875,10803,3036,partner,232,0.6,0.7,0.6,paired_images/img_09893.png,right,anchor,left,83
15115,100,100,18,4326.66162109375,14270.4853515625,14726,4554,anchor,155,0.7,0.8,0.72,paired_images/img_15115.png,left,partner,right,84
19019,100,100,25,3031.895263671875,16817.927734375,15979,2825,partner,155,0.7,0.8,0.72,paired_images/img_19019.png,right,partner,right,84
17349,100,100,22,2844.169677734375,17708.65234375,15926,2486,anchor,81,0.8,0.9,0.8181818181818182,paired_images/img_17349.png,left,anchor,left,85
14700,100,100,18,3638.274169921875,12000,11687,3546,partner,81,0.8,0.9,0.8181818181818182,paired_images/img_14700.png,right,anchor,left,85
16213,100,100,20,3416.665771484375,21273.18359375,18038,2980,anchor,58,0.8,0.9,0.8,paired_images/img_16213.png,left,anchor,left,86
13449,100,100,16,4079.215576171875,15101.9892578125,15175,4048,partner,58,0.8,0.9,0.8,paired_images/img_13449.png,right,anchor,left,86
9973,100,100,12,3334.428955078125,16478.13671875,14971,3036,anchor,5,0.8,0.9,0.8571428571428571,paired_images/img_09973.png,left,partner,right,87
10347,100,100,14,2021.3267822265625,15856.591796875,13781,2086,partner,5,0.8,0.9,0.8571428571428571,paired_images/img_10347.png,right,partner,right,87
11313,100,100,14,3208.65625,10583.0048828125,10079,3542,anchor,233,0.6,0.7,0.6428571428571429,paired_images/img_11313.png,left,anchor,left,88
3418,100,100,9,1529.705810546875,10090.7568359375,8085,1341,partner,233,0.6,0.7,0.6428571428571429,paired_images/img_03418.png,right,anchor,left,88
16976,100,100,22,2391.652099609375,19877.2890625,16523,2486,anchor,55,0.8,0.9,0.8181818181818182,paired_images/img_16976.png,left,anchor,left,89
